id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
40;Wizard #1;Expelliarmus;1940.0;-4524.0;16860.0;-2512.0;-3302.0;-290.0;4126
41;Wizard #1;Expelliarmus;-1020.0;-5732.0;10760.0;-2496.0;-5274.0;-2811.0;4229
42;Wizard #1;Expelliarmus;-368.0;-6864.0;13888.0;-2480.0;-3582.0;-1263.0;4333
43;Wizard #1;Expelliarmus;4008.0;-8736.0;15176.0;-2480.0;-4195.0;7298.0;4435
44;Wizard #1;Expelliarmus;-4284.0;-6256.0;-116.0;-2512.0;2260.0;4563.0;4538
45;Wizard #1;Expelliarmus;3396.0;1140.0;18196.0;-2496.0;22665.0;-4583.0;4642
46;Wizard #1;Expelliarmus;5936.0;56.0;32767.0;-2496.0;-11510.0;-8743.0;4745
47;Wizard #1;Expelliarmus;-5864.0;1600.0;19428.0;-2496.0;-25921.0;-6788.0;4848
48;Wizard #1;Expelliarmus;-14244.0;-3476.0;5352.0;-2480.0;-31471.0;1654.0;4951
49;Wizard #1;Expelliarmus;2680.0;-7896.0;-672.0;-2512.0;-22777.0;16963.0;5054
50;Wizard #1;Expelliarmus;-12084.0;-13344.0;-32508.0;-2512.0;3940.0;8603.0;5157
51;Wizard #1;Expelliarmus;10980.0;-5776.0;24600.0;-2464.0;32684.0;15889.0;5260
52;Wizard #1;Expelliarmus;2448.0;-8436.0;7872.0;-2496.0;-19551.0;-2418.0;5364
53;Wizard #1;Expelliarmus;8268.0;-12944.0;1636.0;-2496.0;8439.0;-2290.0;5467
54;Wizard #1;Expelliarmus;4732.0;-11568.0;14060.0;-2496.0;3812.0;-2611.0;5570
55;Wizard #1;Expelliarmus;4908.0;-11696.0;9292.0;-2512.0;-52.0;-2117.0;5673
56;Wizard #1;Expelliarmus;4752.0;-11512.0;12308.0;-2512.0;697.0;965.0;5776
57;Wizard #1;Expelliarmus;3612.0;-11520.0;10632.0;-2464.0;-1532.0;-1243.0;5880
58;Wizard #1;Expelliarmus;4468.0;-12124.0;12448.0;-2496.0;-2160.0;-3653.0;5982
59;Wizard #1;Expelliarmus;2728.0;-11968.0;8208.0;-2480.0;-10045.0;-2118.0;6086
60;Wizard #1;Expelliarmus;5236.0;-12176.0;4904.0;-2512.0;-3858.0;852.0;6189
61;Wizard #1;Expelliarmus;7564.0;-13328.0;2316.0;-2480.0;5888.0;21425.0;6292
62;Wizard #1;Expelliarmus;6116.0;-8880.0;15404.0;-2512.0;8792.0;11161.0;6395
63;Wizard #1;Expelliarmus;-7732.0;-9688.0;12640.0;-2512.0;1983.0;-630.0;6498
64;Wizard #1;Expelliarmus;7528.0;-10148.0;14468.0;-2480.0;-3693.0;6530.0;6602
65;Wizard #1;Expelliarmus;-4188.0;-10620.0;9804.0;-2480.0;-7348.0;5864.0;6705
66;Wizard #1;Expelliarmus;-3080.0;-6668.0;3488.0;-2512.0;7270.0;-2725.0;6808
67;Wizard #1;Expelliarmus;7328.0;-6664.0;17508.0;-2512.0;9584.0;1019.0;6911
68;Wizard #1;Expelliarmus;-7256.0;-10112.0;12268.0;-2480.0;8062.0;4574.0;7014
69;Wizard #1;Expelliarmus;-2220.0;-13752.0;5488.0;-2512.0;11910.0;5136.0;7117
70;Wizard #1;Expelliarmus;-4328.0;-13976.0;30992.0;-2464.0;4742.0;-2271.0;7220
71;Wizard #1;Expelliarmus;-1548.0;-12124.0;17420.0;-2496.0;-5618.0;-2871.0;7324
72;Wizard #1;Expelliarmus;2892.0;-3656.0;3056.0;-2496.0;4505.0;2321.0;7427
73;Wizard #1;Expelliarmus;-9760.0;17956.0;20300.0;-2496.0;2160.0;6560.0;7529
74;Wizard #1;Expelliarmus;5628.0;-14212.0;8496.0;-2496.0;6733.0;-5482.0;7633
75;Wizard #1;Expelliarmus;-25184.0;492.0;23660.0;-2480.0;-5922.0;21746.0;7736
76;Wizard #1;Expelliarmus;13292.0;7448.0;32767.0;-2480.0;8876.0;-9740.0;7840
77;Wizard #1;Expelliarmus;-6152.0;-760.0;-1528.0;-2512.0;-10034.0;-2704.0;7942
78;Wizard #1;Expelliarmus;-5320.0;-3972.0;12228.0;-2512.0;2961.0;2870.0;8046
79;Wizard #1;Expelliarmus;-4036.0;-2004.0;20148.0;-2480.0;-4058.0;3519.0;8149
80;Wizard #1;Expelliarmus;-5144.0;12.0;13416.0;-2480.0;140.0;353.0;8252
81;Wizard #1;Expelliarmus;-7732.0;4540.0;10420.0;-2496.0;5710.0;-1683.0;8355
82;Wizard #1;Expelliarmus;6352.0;14160.0;24312.0;-2496.0;-4949.0;15736.0;8458
83;Wizard #1;Expelliarmus;96.0;3636.0;4824.0;-2528.0;-16383.0;-13694.0;8562
84;Wizard #1;Expelliarmus;-10072.0;-8044.0;6228.0;-2448.0;-13186.0;2684.0;8664
85;Wizard #1;Expelliarmus;-22100.0;-15264.0;-92.0;-2480.0;-1636.0;-2282.0;8767
86;Wizard #1;Expelliarmus;-5136.0;-14620.0;15128.0;-2512.0;-7853.0;3452.0;8871
87;Wizard #1;Expelliarmus;3224.0;-13644.0;5604.0;-2496.0;-265.0;-5172.0;8974
88;Wizard #1;Expelliarmus;-8024.0;-14332.0;5656.0;-2496.0;2134.0;-5479.0;9077
89;Wizard #1;Expelliarmus;9548.0;-20528.0;8732.0;-2512.0;2602.0;3017.0;9180
90;Wizard #1;Expelliarmus;11996.0;-17368.0;6440.0;-2496.0;3279.0;5052.0;9284
91;Wizard #1;Expelliarmus;3820.0;-3132.0;-688.0;-2496.0;11469.0;1095.0;9387
92;Wizard #1;Expelliarmus;-14648.0;10408.0;15312.0;-2448.0;7392.0;-1084.0;9489
93;Wizard #1;Expelliarmus;-12816.0;4960.0;18168.0;-2496.0;9584.0;-4152.0;9593
94;Wizard #1;Expelliarmus;-4464.0;4144.0;3212.0;-2528.0;-12754.0;9899.0;9696
95;Wizard #1;Expelliarmus;-9844.0;-1868.0;13404.0;-2528.0;6788.0;-1621.0;9799
96;Wizard #1;Expelliarmus;-8944.0;-1200.0;17736.0;-2512.0;2713.0;1715.0;9902
97;Wizard #1;Expelliarmus;-8312.0;-1416.0;9832.0;-2480.0;-606.0;415.0;10006
98;Wizard #1;Expelliarmus;-6048.0;4008.0;11620.0;-2480.0;-838.0;-4880.0;10109
99;Wizard #1;Expelliarmus;-13936.0;15868.0;22600.0;-2480.0;519.0;-2968.0;10211
100;Wizard #1;Expelliarmus;-720.0;11684.0;10468.0;-2480.0;-22984.0;-12279.0;10315
101;Wizard #1;Expelliarmus;-13336.0;-10448.0;1060.0;-2480.0;-18736.0;-4257.0;10418
102;Wizard #1;Expelliarmus;3244.0;-25984.0;492.0;-2528.0;-3365.0;-5203.0;10522
103;Wizard #1;Expelliarmus;-27648.0;-16128.0;7984.0;-2496.0;18647.0;-21421.0;10624
104;Wizard #1;Expelliarmus;7252.0;-1876.0;9612.0;-2496.0;-1962.0;-14158.0;10727
105;Wizard #1;Expelliarmus;3816.0;-9884.0;11132.0;-2496.0;5921.0;-10171.0;10831
106;Wizard #1;Expelliarmus;-2576.0;-4160.0;16876.0;-2512.0;5279.0;-6413.0;10934
107;Wizard #1;Expelliarmus;-524.0;-4636.0;17580.0;-2512.0;-1815.0;-4698.0;11037
108;Wizard #1;Expelliarmus;3080.0;-3040.0;6596.0;-2480.0;13625.0;-20168.0;11140
109;Wizard #1;Expelliarmus;6676.0;-2108.0;15216.0;-2480.0;-1862.0;-960.0;11244
110;Wizard #1;Expelliarmus;9376.0;-3584.0;17336.0;-2512.0;1004.0;-994.0;11347
111;Wizard #1;Expelliarmus;3768.0;-14728.0;16364.0;-2528.0;-2389.0;5124.0;11449
112;Wizard #1;Expelliarmus;-1156.0;-16284.0;1616.0;-2528.0;-1740.0;-1516.0;11553
113;Wizard #1;Expelliarmus;-6808.0;-1728.0;25916.0;-2528.0;-8319.0;3468.0;11656
114;Wizard #1;Expelliarmus;2908.0;5512.0;-688.0;-2496.0;11829.0;624.0;11759
115;Wizard #1;Expelliarmus;-15084.0;15036.0;22484.0;-2480.0;-3804.0;15050.0;11862
116;Wizard #1;Expelliarmus;13472.0;4100.0;32767.0;-2544.0;3860.0;-10945.0;11965
117;Wizard #1;Expelliarmus;-4812.0;-1564.0;7432.0;-2512.0;-3884.0;-205.0;12069
118;Wizard #1;Expelliarmus;-3736.0;-2000.0;14712.0;-2480.0;685.0;-1407.0;12171
119;Wizard #1;Expelliarmus;-7580.0;2120.0;14936.0;-2480.0;-1575.0;5796.0;12275
120;Wizard #1;Expelliarmus;-660.0;14428.0;19340.0;-2512.0;847.0;-15774.0;12378
121;Wizard #1;Expelliarmus;-3012.0;5152.0;2416.0;-2480.0;-24445.0;358.0;12482
122;Wizard #1;Expelliarmus;-3924.0;-13000.0;20172.0;-2512.0;-14651.0;1396.0;12584
123;Wizard #1;Expelliarmus;-13724.0;-18220.0;6444.0;-2480.0;-21190.0;28599.0;12687
124;Wizard #1;Expelliarmus;-23892.0;-7932.0;17788.0;-2464.0;-32768.0;30096.0;12791
125;Wizard #1;Expelliarmus;9648.0;-3792.0;-9368.0;-2528.0;-22843.0;18430.0;12894
126;Wizard #1;Expelliarmus;18752.0;-4128.0;-16372.0;-2496.0;-896.0;21519.0;12997
127;Wizard #1;Expelliarmus;23848.0;-3260.0;-9892.0;-2496.0;17822.0;11905.0;13100
128;Wizard #1;Expelliarmus;27500.0;22524.0;-32768.0;-2480.0;32767.0;-3978.0;13203
129;Wizard #1;Expelliarmus;-1548.0;32767.0;32767.0;-2512.0;32767.0;-32768.0;13307
130;Wizard #1;Expelliarmus;-27836.0;4668.0;2528.0;-2512.0;-11354.0;-5162.0;13409
131;Wizard #1;Expelliarmus;3952.0;1584.0;26948.0;-2480.0;-2557.0;-9299.0;13513
132;Wizard #1;Expelliarmus;724.0;-1996.0;12164.0;-2512.0;87.0;-7154.0;13616
133;Wizard #1;Expelliarmus;-2480.0;92.0;22036.0;-2496.0;787.0;-7124.0;13720
134;Wizard #1;Expelliarmus;-896.0;16512.0;17736.0;-2496.0;-10013.0;-4585.0;13822
135;Wizard #1;Expelliarmus;3532.0;-1864.0;-12152.0;-2464.0;-13959.0;3739.0;13925
136;Wizard #1;Expelliarmus;-24172.0;3372.0;16956.0;-2496.0;-13737.0;-3278.0;14029
137;Wizard #1;Expelliarmus;-20708.0;-7088.0;3984.0;-2496.0;-6066.0;-4005.0;14132
138;Wizard #1;Expelliarmus;-16560.0;-9652.0;-9684.0;-2528.0;-1391.0;21187.0;14235
139;Wizard #1;Expelliarmus;-24768.0;1404.0;32767.0;-2512.0;25885.0;-7835.0;14338
140;Wizard #1;Expelliarmus;-19000.0;2264.0;14792.0;-2512.0;-29633.0;12908.0;14441
141;Wizard #1;Expelliarmus;-12668.0;816.0;-860.0;-2480.0;-15948.0;-11053.0;14545
142;Wizard #1;Expelliarmus;-12032.0;-5368.0;476.0;-2512.0;-11628.0;1637.0;14647
143;Wizard #1;Expelliarmus;-16884.0;-3556.0;-4668.0;-2512.0;-272.0;10148.0;14751
144;Wizard #1;Expelliarmus;-10208.0;-6796.0;12596.0;-2480.0;11318.0;-15175.0;14854
145;Wizard #1;Expelliarmus;-5820.0;-6644.0;13220.0;-2496.0;-4350.0;-7613.0;14958
146;Wizard #1;Expelliarmus;-14424.0;-5420.0;7860.0;-2496.0;-6159.0;-3316.0;15060
147;Wizard #1;Expelliarmus;-15180.0;-7148.0;272.0;-2528.0;-1520.0;6863.0;15163
148;Wizard #1;Expelliarmus;-12120.0;-7600.0;9176.0;-2528.0;6404.0;-9755.0;15267
149;Wizard #1;Expelliarmus;-11992.0;-6400.0;12804.0;-2496.0;-2111.0;737.0;15370
150;Wizard #1;Expelliarmus;-14228.0;-6316.0;4500.0;-2528.0;-3403.0;1074.0;15473
151;Wizard #1;Expelliarmus;-8532.0;-7108.0;4176.0;-2528.0;9595.0;-9870.0;15576
152;Wizard #1;Expelliarmus;-5768.0;-7900.0;17096.0;-2496.0;925.0;-5139.0;15679
153;Wizard #1;Expelliarmus;-6640.0;-9188.0;8604.0;-2496.0;-4920.0;1053.0;15782
154;Wizard #1;Expelliarmus;-9956.0;-8684.0;8884.0;-2512.0;-946.0;-809.0;15885
155;Wizard #1;Expelliarmus;-6144.0;-8968.0;7668.0;-2496.0;1516.0;1337.0;15989
156;Wizard #1;Expelliarmus;-6656.0;-9172.0;9432.0;-2496.0;895.0;-272.0;16092
157;Wizard #1;Expelliarmus;-6188.0;-9680.0;11416.0;-2480.0;-1174.0;1962.0;16195
158;Wizard #1;Expelliarmus;-6804.0;-12452.0;12864.0;-2512.0;-7092.0;13583.0;16298
159;Wizard #1;Expelliarmus;-32768.0;-7356.0;-100.0;-2528.0;-32768.0;32767.0;16401
160;Wizard #1;Expelliarmus;-12576.0;4960.0;-23220.0;-2496.0;4332.0;14207.0;16505
161;Wizard #1;Expelliarmus;25872.0;7568.0;-6552.0;-2496.0;32767.0;8585.0;16607
162;Wizard #1;Expelliarmus;7320.0;10520.0;28044.0;-2496.0;32767.0;-3906.0;16711
163;Wizard #1;Expelliarmus;-31620.0;-1180.0;32208.0;-2480.0;-32768.0;9478.0;16814
164;Wizard #1;Expelliarmus;-15924.0;-10284.0;-32768.0;-2480.0;-25099.0;28460.0;16918
165;Wizard #1;Expelliarmus;1024.0;-6732.0;-3512.0;-2496.0;13152.0;-7543.0;17020
166;Wizard #1;Expelliarmus;21588.0;-9940.0;-6128.0;-2528.0;-2026.0;26767.0;17123
167;Wizard #1;Expelliarmus;6864.0;10740.0;-2708.0;-2496.0;28686.0;1997.0;17227
168;Wizard #1;Expelliarmus;-29436.0;-4928.0;32767.0;-2480.0;15498.0;-5396.0;17330
169;Wizard #1;Expelliarmus;-1328.0;-9180.0;4516.0;-2512.0;1156.0;-1248.0;17433
170;Wizard #1;Expelliarmus;-10756.0;-10136.0;9896.0;-2480.0;-567.0;219.0;17536
171;Wizard #1;Expelliarmus;-10128.0;-9888.0;8576.0;-2480.0;-275.0;-1808.0;17639
172;Wizard #1;Expelliarmus;-9828.0;-7320.0;10452.0;-2480.0;-2817.0;-487.0;17743
173;Wizard #1;Expelliarmus;-5164.0;-4676.0;8372.0;-2480.0;-6601.0;-6319.0;17845
174;Wizard #1;Expelliarmus;-5660.0;-7072.0;7292.0;-2512.0;-2971.0;-16688.0;17949
175;Wizard #1;Expelliarmus;-12364.0;-11304.0;12784.0;-2512.0;-2002.0;-7911.0;18052
176;Wizard #1;Expelliarmus;-7680.0;-13408.0;10132.0;-2512.0;-1543.0;-5310.0;18156
177;Wizard #1;Expelliarmus;-9208.0;-13328.0;10612.0;-2496.0;-1576.0;-3915.0;18258
